65	386	"girls, understand that he might not text you while on a killing spree. guys, understand that she might not fuck you if you ignore her. "
66	49	"there's a difference between compromising and settling for less than you deserve. the difference is that one is something you should never do. "
67	2164	"chicks go crazy for beastly hugs. that one-armed shit makes you look like a little bitch. "
63	26	"know the difference between affection and pity. both when giving and receiving. "
68	304	"your jeans should never be tighter than your girlfriend's."
69	519	"try something new today. if you need an idea, refer to the number of this tip. "
71	181	"don't take out your frustrations on people that are there for you. no one should be punished for being your friend. "
57	0	"if there was a list of a hundred skills that might save your life one day, sexting is at least number two. "
54	88	"if she thinks your status is about her, she probably did something wrong."
58	851	"she's dating you for a reason. if she wanted that dude, she'd be with that dude. chill out, bro. "
55	105	"your favorite song + rainymood.com"
61	456	"if you realize you like someone, tell them. before someone else does. "
77	64	"there's an overwhelmingly high chance your penis size is just as good as any. dick pills &lt; dick skills."
79	140	"&quot;if you can't bro it up with me when i'm out of juice, then you sure as hell don't deserve to bro it up with me when i'm swaggin'.&quot; -marilyn monbro"
76	154	"food is fucking delicious. stop being a priss bitch about &quot;calorie intake&quot;."
81	60	"sometimes assuming is the difference between not getting laid on friday and waking up with herpes on saturday. use judgment."
64	125	"you may think that  cutting your hair like justin bieber will make chicks dig you, but you may also think a lot of retarded things. "
70	129	"whenever someone makes you choose between them or another person, it's usually safer to go with the other person. "
72	66	"if you're still bragging about yesterday, you must not've done very much today. "
74	48	"the amount of time someone spends talking shit is usually the opposite of the amount of time they spend doing shit. "
73	121	"as soon as you realize that you fucked up, admit it. it's hard to do, but everything will be ten times easier if  you do. "
87	273	"getting along with people you aren't a fan of isn't being fake. it's called growing up."
85	285	"fuck shit up daily."
88	84	"if you're not happy when you're not in a relationship, you won't be happy in one. "
78	155	"calm the fuck down."
80	221	"suicide is never the answer. your goal every day should be to stay rad as fuck and you can't be rad by being dead."
75	70	"let these words die: &quot;epic&quot;, &quot;brutal&quot;, &quot;moist&quot;. seriously, &quot;moist&quot; is a gross word. "
83	257	"never make decisions when you're angry. or horny."
82	45	"as convincing as &quot;it's not what it looks like&quot; is, it usually is what it looks like."
84	20	"do us all a favor and never say &quot;tumblr famous&quot; again."
86	92	"whenever you do something awesome, look at whomever's around and go, &quot;top that&quot;. it'll be ten times as sick."
89	73	"stop trying to make fetch happen. it's not going to happen. "
92	226	"some people are just bad news. even if you love them, they aren't good for your life. give them time to grow up."
95	113	"show everyone how rad you are. there's nothing as rare as someone who isn't afraid to be themselves in front of the entire world."
91	57	"insulting other people to make yourself look good is counterproductive. "
99	176	"just a heads up: 90% of the things you worry about will never happen. 90% of the things that happen will have never occurred to you."
101	206	"relationships come and go and your haters are replaceable, but bros are forever."
96	27	"everyone has an addiction, but most of the time we call it something else. don't let yours keep you from being awesome."
93	416	"you never know what'll happen tomorrow. carpe the fuck out of this diem."
102	455	"don't judge people by their music. unless they listen to nickelback."
105	685	"stop for a second and consider this: you can literally do whatever the fuck you want."
104	24	"girls don’t like “jerks”. stop saying that. there’s a lot more to the guys they date than that label. they like rad guys. that’s okay. you’re rad."
106	123	"high fives are an acceptable form of agreement, and brofists might as well be legal contracts."
109	45	"drunk texts may be notorious, but never underestimate the potential humiliation of sleep-texting."
94	115	"if her favorite artist is ke$ha, she might not be the marrying type."
90	0	"never yawn."
98	64	"curious about what's happening at the mall? i'll save you some time. today's forecast: 16 year old gangsters and the 13 year olds that fuck them."
97	144	"sometimes, the answer to all of life's problems is to throw down on the dance floor. "
100	958	"being a bro has nothing to do with gender. if you're always rad and forever legit, you've got what it takes."
103	104	"nothing says &quot;underaged&quot; quite like pictures with your middle finger up."
107	84	"be the rock your bros can lean on and they'll do the same. no one is strong all of the time, but together you'll get through it."
111	138	"i know the hammered girl is sexy, but there's nothing sexier than consent, bro.  think it through."
108	276	"three things you should avoid talking about at all costs: 1. politics 2. religion 3. fight club"
110	59	"don't be one of those people who are so &quot;manly&quot; they fear having emotions; fear is the least manly of them all."
117	37	"the last thing you want to rub your lips against on a friday night is a toilet. drink responsibly."
113	372	"the declaration of &quot;dibs&quot; is sacred. if violated, all bros in the vicinity reserve the right to fuck you up."
115	110	"if you consider giving up on someone, you probably already have. "
116	280	"&quot;good morning&quot; texts are legit. surprise her with one every so often; i promise, she loves it"
118	55	"no girl has ever said &quot;it's so hot when he texts me six times in a row!&quot; look less desperate."
114	250	"don't be so discouraged by her pulling away, bro. i can almost guarantee she just wants you to chase her."
112	94	"play an instrument-- any instrument. very little is as dangerous as a nice smile and a ukulele."
119	211	"no matter what mood you're in, no matter what kind of day you had, no matter where you are, smile."
122	174	"she wants to talk to you just as badly as you want to talk to her. she's waiting for your text, bro. go for it."
121	48	"do anything and everything that you love to do, and you'll be happy."
124	69	"don't cheat. like, there's no cute punchline to that.  just don't do it."
125	57	"remember, persistence. anything that comes easily in life is usually not worth doing."
126	17	"get your own swagger. if how rad you are is made up of all your friends, it's not how rad YOU are."
130	32	"statistically, there are millions of people out there who are looking for someone just like you."
132	21	"haters are like ants, bro. yeah, they're everywhere, but they're way more afraid of you than you should be of them. "
133	51	"life isn't fair. situations aren't fair. rock-paper-scissors, however, is infallible."
134	49	"it's impossible to not make mistakes, so make the best mistakes possible."
123	45	"it's your life. don't let anyone tell you how to live it."
120	39	"if you burn more calories bragging about sex than you did having it, you're doing it wrong."
138	35	"if you think things changing sucks, compare it to the thought of everything always being the same."
139	103	"be so rad that if you got shot today it would be considered an assassination."
136	84	"it's been said before, but flip coins to make decisions. don't worry about the result; you'll know what you're hoping for as soon as it leaves your hand."
129	181	"grammar is sexy."
127	59	"don't live like it's your last day. that's dumb. you'd be like, crying. make today awesome and live like it's today."
128	32	"not 18? don't do it bro."
131	33	"always be proud of who you are. don't back down from people telling you not to be."
140	67	"stay positive, bro. there's a reason facebook doesn't have a dislike button."
142	27	"never say never, unless you're saying &quot;never say never&quot;."
149	37	"write your will today, and make absolutely sure it demands that your funeral is the sickest party of the year."
145	52	"if you're unhappy in a relationship, reconsider it. you're not married or like, kidnapped or something. find someone as cool as you."
146	54	"don’t stress when people tell you that you’ve changed, bro. that just means you're not who they want you to be."
147	55	"try to sum up your personality in a single genre of music and decide if that's who you want to be. people like radcore*."
148	91	"call people out on their bullshit immediately. there's too much of it in the world already. it's verbal pollution."
137	268	"mustaches are legit. if you can't grow a mustache, make sure your personality has a mustache."
135	24	"don’t settle for being &quot;the next&quot; anything. be the first you, and everyone who imitates you can be the next you."
150	86	"you'll surprise yourself with what you're capable of. if you bite off more than you can chew, fucking chew it anyway."
151	51	"&quot;i'd rather be dissed for the bro that i am than brofisted for the bro that i am not&quot; -kurt brobain"
154	25	"if you're about to text someone only to complain that they never text you, you should probably just say &quot;hey&quot; instead."
152	36	"if you want a chick, you've gotta accept that her friends come with the deal. don't talk shit about them."
153	24	"dude, sometimes &quot;k&quot; just means &quot;okay&quot;. If you respond with, &quot;k means potassium&quot;, you're just going to look like an asshole."
155	58	"you're way too cool to stress about your ex."
157	82	"hooking up is like a game. if you find one that refuses to play, beware. you may fall in love with her."
161	30	"always keep a pair of sunglasses that you refer to as your &quot;hater blockers&quot;. when haters are around, put them on and you'll see right through them."
163	52	"tweeting or posting vague status messages about someone doesn't make you a badass. man up and say it to their face."
159	28	"they say it's better to beg for forgiveness than ask for permission. when it comes to how you live your life, do neither."
143	37	"be outgoing. no one's looking for someone whose only traits are &quot;shy&quot; and &quot;sad&quot;."
141	22	"if you've ever closed out of tumblr, opened a new tab, and went to tumblr, you have a problem."
144	32	"lying isn't a good look for anyone."
164	47	"give props to your girl for making enough room in her heart for you AND her favorite band member."
165	63	"life's freaking awesome, but not if you're too afraid to enjoy it. don't be so afraid to leave your stoop, stoop kid."
166	68	"if you've got time, give her a phone call. texting is like, the handjob of conversational methods."
162	83	"you've gotta let go, bro. they call it your &quot;first&quot; love for a reason. there will be more."
158	24	"to people that brag about &quot;knowing a band before they were famous&quot;: were you in the band before they were famous? no. stfu."
171	29	"don't delete people you don't like from your contact list. that way you'll know not to answer when they call."
156	79	"posting ten depressing song lyrics in a row as facebook statuses will make people want to punch you, not feel sorry for you."
160	26	"why are you waiting for other people to validate you? the first person that should tell you're awesome is yourself. "
167	9	"we all know someone that tries way too hard. consider who they are, and if you're anything like them."
169	31	"no one is as unattractive as they think they are. don't worry about that, bro. a little confidence goes a long way."
168	107	"if life's getting to you, remember that &quot;stressed&quot; backwards is &quot;desserts&quot;."
173	31	"bros don't let bros wear jean shorts."
175	69	"why not?"
179	105	"never do anything you wouldn't want to explain to the paramedics."
170	76	"there's someone out there that looks up to you, so don't just be a badass for yourself. do it for the kids."
176	53	"axe is not an appropriate substitute for a shower."
181	100	"she might not love you exactly how you want her to, but she probably loves you with all she's got."
182	110	"if she posts taylor swift lyrics about you, you're either doing something really right or really wrong."
183	51	"bros that are single are just as rad as people in relationships. if you can be awesome with or without someone, represent."
185	34	"flirting with other girls on facebook probably isn't doing much for your relationship."
174	32	"you can kick ass, or you can make excuses. you can't do both."
177	38	"don't treat your other half like they're beneath you, bro. two halves are equal."
172	43	"do what you've been waiting to do, in case &quot;someday&quot; never comes."
184	35	"happiness is attractive. brooding to be &quot;dark and mysterious&quot; isn't cool, regardless of what you read in twilight."
178	45	"what they say when they're drunk may be what they're thinking when they're sober."
180	79	"apologizing doesn't mean you're wrong. it's a bro's way of saying &quot;i care about this bromance more than my ego.&quot;"
187	0	"refer to the number of this tip, and do that to your doubts."
186	37	"don't take anything for granted."
188	55	"say her name more."
189	37	"driving is cool.  drinking is whatever.  doing both is never okay."
190	48	"chicks dig boyfriend sweaters."
191	64	"there's at least one person who likes you exactly for who you are."
200	23	"plan ahead. arks are way easier to build before it floods than during."
194	39	"it's okay to have an opinion, but that doesn't mean you have to be a dick about it."
196	47	"don't fall asleep around bros with sharpies."
193	49	"when your girl asks you something like, &quot;remember when i was fat?&quot; don't respond. It's a trap."
192	101	"have a lesbian* friend. they know how chicks think, and understand the frustrations of dating them. "
197	47	"if you're old enough to vote, you're too old to wear abercrombie."
195	75	"the more you say &quot;i love you&quot; and the more people you say it to, the less it means. respect that shit, bro."
201	28	"some of the prettiest people do the ugliest things."
202	33	"don't believe everything you hear. there's no way it's ALWAYS their last piece of gum."
199	85	"girls love confidence. girls hate cockiness."
198	12	"&quot;lol&quot; doesn't mean they actually laughed out loud."
204	38	"don't discriminate, bro. color's only skin deep."
206	35	"read more books."
209	94	"give it a shot, dude .you never know what (or who) is going to change your life."
203	39	"know how to say &quot;no&quot;. "
215	34	"clothing is optional. deodorant is not."
216	49	"if you don't have anything nice to say, you should probably just shut the fuck up."
211	24	"less is more. you don't need to upload 200 photos of you and your friends eating doritos."
208	49	"there are more people that look back wishing they had done something than there are that wish they didn't."
205	130	"life will let you down. people will let you down. but food? food will never let you down."
220	62	"never be afraid to risk looking stupid in order to do something awesome."
207	86	"there isn't an argument that can't be won with a well-timed &quot;cool story, bro.&quot;"
210	68	"smile at your haters. you might as well be casting avada kedavra on them."
213	28	"it's easier to make friends if you talk. don't be the guy with this phone out, pretending to text."
214	18	"after mastering how to say &quot;no&quot;, remember how to say &quot;yes&quot;."
212	20	"watch what you say.  you might not be able to take it back."
226	31	"the difference between caring and clingy is one every bro should learn."
218	17	"&quot;trying to get everyone to like you is a sign of mediocrity.&quot; -some dude"
217	35	"no alpha refers to himself as alpha."
219	10	"&quot;adfskfakf&quot; &lt; an actual response."
229	15	"the only time &quot;bro&quot; and &quot;bail&quot; should be in the same sentence is if you bail your bro out of jail."
221	101	"two words can be worth a thousand. If someone looks at you and says, &quot;just friends,&quot; look back and say, &quot;your loss.&quot;"
222	2	"nebulas and triangles won't make you look cool after you log out of tumblr."
227	25	"never let your swagger be temporary.  being rad is a full-time commitment. "
223	26	"save the making out until after the movie. why did you buy a ticket to hook up with someone?"
225	71	"treat everything you do as if there's no fucking way you can fail."
224	57	"no matter how hard you work, always party harder."
228	58	"regret is way worse than rejection."
230	62	"karma's a bitch. especially if you are."
231	103	"it's impossible to make the same &quot;mistake&quot; twice. the second time, it's called a decision."
232	92	"be able to utilize the phrase, &quot;where's my hug?&quot; it's almost irresistible."
234	75	"treat your religion like your dick. be proud of it, but don't shove it down people's throats."
235	46	"never pass up the opportunity to give a random and unprovoked compliment."
239	14	"there's always going to be an audience. give them something to talk about."
233	64	"if your bro's dating a hoe, it is your duty to protect said bro from said hoe."
240	139	"if you don't love someone, don't lead them on. if you do, don't hold anything back."
237	16	"i'd hate to say it, but you probably can't pull off a fedora."
241	20	"everyone gets nervous, but not everyone can be a badass regardless. be one of the few that can."
238	15	"okay, bro. everyone hates their hometown. What are you doing to make it better?"
236	37	"if anyone trusts you enough to lean on you, don't let them fall."
242	15	"don't spend more time tweeting your life than you do living it."
243	23	"a bro needing help isn't a question of what; it's a question of when."
244	21	"it's cool that you love your girlfriend and all, but that doesn't mean you have to talk about it all freaking day."
248	37	"keep trying, bro. the best things in life are the ones you worked for."
249	24	"why are you upset? there's so much to be happy about."
252	16	"bro, chill out. nobody will care about any of this drama in a few weeks."
253	61	"remember, you want a wikipedia article written about you some day."
250	76	"always go big. don't even think about going home."
254	18	"the higher the pedestal you put someone on, the higher the fall if they let you down."
251	120	"homophobia is pretty gay."
245	26	"nothing's impossible. that word is just an easy way to say something hasn't been done yet."
256	23	"stop pretending like you're in love when you're just hooking up."
257	39	"before asking someone why they hate you, ask yourself why you even care."
246	51	"stfu and do it."
255	34	"don't let it break you. no matter how bad things get, life will go on."
258	47	"it's only awkward if you make it that way."
247	20	"i can assure you, you look much cooler being who you are than womever you're trying to be."
265	26	"keep your personal life personal. the only person that thinks default pics of you two kissing are cute is you."
259	53	"procrastination is like masturbation: in the end you're just fucking yourself."
268	84	"people who say &quot;nothing tastes as good as skinny feels,&quot; have obviously never had bacon."
264	30	"the only thing as bad as dating a bro's ex is dating an ex's bro. you deserve what's coming to you."
266	8	"you can spot a poser from a mile away."
263	27	"proofread your texts, bro. there's no bigger cock block than auto-correct."
260	23	"it doesn't matter who started it, as long as you finish it."
261	56	"you were born with the ability to change someone's life. don't waste it."
269	30	"I'd rather have one and not need it, than need it and not have one*.&quot; -adele brousseau "
262	14	"while the decision to get a tattoo is yours alone, consider how those stars on your hips will look when you're eighty."
267	29	"stop apologizing for the mess in you car. so what? you're giving them a ride."
270	7	"don't think you're cool because you're a bro. it should be the other way around."
271	19	"if you only text someone when you need something, don't text them at all."
274	17	"you do you, bro. trying to please everyone will leave no one happy."
275	23	"while people judge you by what you've done, judge yourself by what you're capable of doing."
273	469	"shoot for the moon. even if you miss, holy fuck you're in space."
277	17	"don't do things you wouldn't want everyone to find out about. they usually do."
276	47	"if you keep having to figure out where you stand with someone, maybe it's time to start walking instead."
279	26	"the word &quot;haters&quot; begins with &quot;ha&quot; for a reason."
278	28	"remember that your presence is a present. if someone doesn't appreciate it, find someone that will."
272	36	"being able to admit you're wrong is important, but so is standing up for yourself when you're right."
282	15	"you are not a toy for someone to play with, and no one is yours."
281	638	"&quot;rad shit happens to people who can get through bad shit.&quot; -napoleon bronaparte"
280	32	"let your past make you better, not bitter."
286	18	"there are two sides to every story, and they're usually both wrong. get all the facts first."
287	28	"don't text something you wouldn't say in person."
288	24	"you can be the shit and know you're the shit, but never say you're the shit."
291	109	"if you meet someone who will love you regardless of how you treat them, don't take advantage of it."
289	25	"common sense isn't all that common."
293	28	"regardless of any &quot;don't&quot; advice, try anything once.* "
283	14	"you've gotta like yourself before you worry about who else does, bro."
284	9	"you're probably not going to find the love of your life on craigslist. use the internet wisely."
292	24	"the longer you lie, the harder it will be to tell the truth."
285	28	"put the phrase &quot;no homo&quot; to rest."
295	15	"make shit happen. there are enough obstacles out there for you to not have to hold yourself back as well."
296	8	"drunkenly telling everyone at the party not to &quot;judge you&quot; will have adverse effects."
298	75	"you don't hear &quot;it's so hot when he wears his pants below his ass,&quot; very often."
297	16	"don't believe everything you hear."
290	107	"a relationship that doesn't work out the first time probably won't work out the second time. or the fifth."
301	20	"you can't get the best everything, but you can make the best of everything you've got."
294	41	"if she hangs up on you, call her back. trust me, bro, she probably still wants to talk."
300	17	"you don't have to say &quot;be right back&quot; when you're texting. like, dude. you're texting. "
299	16	"putting a thousand dollar sound system in your three hundred dollar car isn't something to brag about."
304	12	"watch what you say. you might not be able to take it back. there's always a chance you're on a three-way call."
302	29	"why are you texting when you're on a date? you can go do that at home."
305	121	"if you can't win an argument, correct their grammar instead."
303	37	"if you constantly try to top other people's stories, you're probably kind of an asshole."
308	25	"there is, in fact, such a thing as a stupid question. there are actually a lot of them. don't ask them"
309	26	"change your ex's name in your phone to help yourself get over them. it's kind of hard to sext &quot;aunt mildred&quot;."
307	46	"there's not much that can't be fixed with duct tape."
311	37	"before logging onto the internet every day, brace yourself for hipsters hating hipsters for being hipsters."
313	8	"quit whining about everything. no one wants to hear that."
314	12	"creeping for hours through the profiles of people you hate, thinking of how annoying they are &lt; not doing that."
306	28	"most of the people who criticize what you're doing are people who can't do it themselves."
310	12	"&quot;liking&quot; thousands of facebook groups because &quot;omg they're so relatable!&quot; will make people hate you."
312	61	"no one, i repeat, no one looks good making the duck face."
319	0	"there is a such thing as being too old to have a facebook page."
320	50	"if there's one phrase everyone should be able to utilize, it's &quot;eh, fuck it.&quot;"
321	15	"while bragging about your gpa, remember that it won't save you from being punched."
317	19	"swagg is about personality, not materials. don't let the things you own own you."
315	23	"it's difficult to either hate or idolize anyone once you really know them."
316	13	"step it up on dates. taking someone to mcdonald's over and over again will earn you the title of a &quot;mcboyfriend&quot;."
318	15	"just because they like the same obscure band as you doesn't mean you're soulmates. think it through."
322	26	"no one texts you at 3 a.m. &quot;just to talk.&quot;"
323	46	"never go down without a fight."
325	28	"don't fuck people over on your way to the top. you'll see them again on your way back down"
324	23	"being passive-aggressive never helps anything, unless you wanted to seem like an asshole."
326	79	"you can't turn a hoe into a housewife.* "
329	58	"if you're having a hard time letting go, realize that if they wanted to stay, they'd still be there."
332	11	"when you think about it, any joke that ends in &quot;you had to be there&quot; is pretty much a waste of time."
328	17	"you can never use too much soap."
331	12	"people aren't going to let you use &quot;i was drunk&quot; as an excuse for everything."
327	21	"sometimes it's better to ignore people calling you trash than fire back and prove their point."
336	36	"if you can't change your situation, change your attitude."
330	26	"it's way more chill to think of the world not as seven billion strangers, but seven billion bros you haven't met yet."
333	6	"dude, chill out on the internet. you can't take back what you put up."
334	20	"telling someone you're different doesn't work nearly as well as proving it."
335	54	"haters are like crickets, bro. they're loud when your back is turned, but watch how quickly they get quiet as you walk by."
337	65	"don't overthink it, bro. sometimes &quot;b&quot; really is the answer to seven consecutive questions on the exam."
342	28	"don't say it if you don't mean it."
338	38	"being alone and being lonely are two different things. if you're one, you don't have to be the other."
345	7	"be careful who you trust. sometimes even your bros try to use you."
346	24	"everyone's been through rough times, bro. remember that it made you stronger."
339	27	"your problems can't swim, bro. if you put them in a sea of swagg, they'll sink to the bottom."
340	59	"learn body language:  1. staring at your lips? go for it. 2. staring at the clock? cut this one short."
341	16	"no one gives a fuck how trashed you got last night."
347	19	"&quot;whatever you are, be rad at it.&quot; -abroham lincoln"
343	13	"put your shirt back on and sober up. you don't &quot;do ufc&quot;, you just watch mma."
344	26	"your favorite team losing isn't something to get angry about.  you weren't playing.   fucking relax."
349	20	"time doesn't always change everything. sometimes, it takes action."
351	17	"a true bro isn't afraid to make a middle-finger promise, acknowledging &quot;if i break this, i'm fucked.&quot;"
354	18	"there's a little truth behind every &quot;j/k&quot;."
348	9	"the more &quot;inside jokes&quot; you post on facebook, the more obnoxious you seem to everyone that has to read them."
353	10	"don't confuse teen angst with depression. relax, give yourself time to grow out of it."
355	15	"there's a big difference between being kind and being walked on, bro."
352	27	"being too cool to text back might make you too cool to get laid."
357	36	exercise.
359	15	"if your relationship status says &quot;it’s complicated&quot;, you aren't fooling anyone. change it to &quot;single&quot;."
356	11	"forgiving your bros doesn't mean you should give them the opportunity to do the same thing twice."
365	19	"all day, every day."
364	12	"liking all of someone's facebook pictures will get you blocked, not laid."
366	5	"turning 18 doesn't mean you get to upgrade &quot;dating&quot; every person you meet to &quot;getting engaged to&quot; every person you meet."
367	20	"be able to read between the lines. sometimes, &quot;taking a break&quot; is just someone's excuse to bang someone else."
350	21	"confessing your love for someone after dating them for a week?  sounds legit."
369	28	"there's no &quot;i&quot; in &quot;threesome: but there is in &quot;fivesome&quot;.* the moral? it's up to you to go big. "
368	29	"spending today complaining about yesterday won't make tomorrow any better."
363	22	"the more you focus on how big of a dick you have, the more she'll focus on how big of a dick you are."
370	27	"don't waste your time waiting for someone who wouldn't wait for you."
361	15	"&quot;a true bro will take the bus with you when the escalade breaks down.&quot; -broprah winfrey"
358	7	"you don't have to be a jerk to be popular, despite what they tell you in '80s movies."
362	13	"the world isn't a battlefield. you can't live life being at war with everyone around you."
360	21	"people are usually way more sorry that they got caught than they are that they did it."
372	25	"with great swagger comes great responsibility."
371	43	"&quot;ex&quot; is short for &quot;example&quot;. your ex is an example of someone who isn't good for you."
373	7	"if your girlfriend's name is at all similar to your mom's, change it in your phone. there are some texts your mom doesn't need to read."
374	46	"some of the best moments in life come from doing things that scare you the most."
375	25	"if you're lucky enough to have one good person, don't blow it by going after all the bad ones."
376	11	"occasionally, &quot;fucking&quot; isn't the appropriate modifier."
377	24	"if you see your bro with his girlfriend, telling him to &quot;get some&quot; might hurt the cause."
381	18	"you can tell a lot by someone's facebook likes. sleep and bob marley? stoner. nutella and harry potter? tumblr kid."
383	13	"lashing out at people after you do something stupid, unfortunately, makes you look more stupid."
378	127	"don't become too busy seizing the day to seize the night as well."
380	7	"it is your duty as a bro to make fun of another bro's stupid tattoo."
379	16	"photoshopping &quot;deep&quot; song lyrics onto a trashy photo still makes it a trashy picture."
382	15	"what happens in vegas, stays in vegas. what happens at the party will end up on youtube. make good decisions."
384	13	"if you're waiting for someone to text you back, sending &quot;…&quot; isn't going to make them want to respond any sooner."
385	8	"if you keep digging up someone's past, you'll eventually find yourself in a hole you can't get out of, bro."
388	27	"it's up to you to decide who's important enough to be worth the stress."
386	10	"wasting your time getting involved with someone else's relationship &lt; going and getting your own."
387	17	"people aren't impressed when you purposely rev your engine as your drive by."
390	25	"if you're debating breaking up, face it, you want to break up. rip off the band-aid."
394	4	"keep your bros close, and your haters closer."
400	36	"stick close to your best bros. bros are like a family that you choose for yourself."
397	7	"don't make promises when you're in a good mood. it might not seem like that great of an idea the next day."
401	16	"don't spend all of your money just to be with someone. that's like having a long-term hooker."
402	20	"yelling at the tv won't change what's happening on it."
403	11	"don't be so quick to trust an &quot;I don't usually do this…&quot;"
405	10	"don't let your fantasies make reality seem less awesome."
404	23	"getting angry at people because they won't date you gives them another reason not to date you."
392	5	"your bros don't want you to lecture them all the time."
391	9	"never forget to delete the contents of your camera before you loan it out to someone else."
393	12	"make sure you know how many curse words are in a song before you listen to it with your parents."
389	44	"tanning is chill, but being orange doesn't really work for anyone not living in a chocolate factory."
396	24	"sometimes, bad decisions make good stories."
407	11	"someone not liking what you're doing doesn't mean you have to stop. you're the one doing it, not them."
398	23	"her adding you on facebook doesn't automatically mean she wants to fuck you."
399	10	"when looking at what you don't have bums you out, remember what you do have."
395	29	"be up front. nobody should always have to guess whether or not you're mad at them."
412	15	"smoking is a personal choice, but smoking just to look cool is like drinking to look coherent."
416	15	"the frequency in which you change your profile picture is proportional to the amount of people that don't give a fuck."
417	19	"you can make fun of their hair, their ex, or the clothes they wear, but bros don't diss bros' mothers."
408	9	"legit compliments &gt; obligatory return compliments."
411	128	"appreciate your mom. she's been your bro literally since before day one."
410	16	"a bro without haters is a bro who's never stood up for anything."
419	16	"trying to make your ex jealous will just make them happier to be done with you."
406	20	"if you say someone's shallow because they won't date a &quot;nice guy&quot; like you, you might not be that nice of a guy."
409	22	"&quot;do or do not. there is no try.&quot; -broda"
424	16	"don't play hard to get. be hard to get."
414	26	"take a second to assign one bro the job of immediately deleting your internet history if you die."
413	140	"never make eye contact while eating a banana."
